table,prompt,field,data_type,mmria_path,value1,value2,mmria_value,Comments
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,MD - Maryland,MD,MD- Maryland,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,MA - Massachusetts,MA,MA- Massachusetts,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,MI - Michigan,MI,MI- Michigan,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,MN - Minnesota,MN,MN- Minnesota,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,MS - Mississippi,MS,MS- Mississippi,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,MO - Missouri,MO,MO- Missouri,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,MT - Montana,MT,MT- Montana,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,NE - Nebraska,NE,NE- Nebraska,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,NV - Nevada,NV,NV- Nevada,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,NH - New Hampshire,NH,NH- New Hampshire,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,NJ - New Jersy,NJ,NJ- New Jersey,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,NM - New Mexico,NM,NM- New Mexico,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,NY - New York,NY,NY- New York,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,NC - North Carolina,NC,NC- North Carolina,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,ND - North Dakota,ND,ND- North Dakota,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,OH - Ohio,OH,OH- Ohio,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,OK - Oklahoma,OK,OK- Oklahoma,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,OR - Oregon,OR,OR- Oregon,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,PA - Pennsylvania,PA,PA- Pennsylvania,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,RI - Rhode Island,RI,RI- Rhode Island,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,SC - South Carolina,SC,SC- South Carolina,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,SD - South Dakota,SD,SD- South Dakota,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,TN - Tennessee,TN,TN- Tennessee,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,TX - Texas,TX,TX- Texas,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,UT - Utah,UT,UT- Utah,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,VT - Vermont,VT,VT- Vermont,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,VA - Virginia,VA,VA- Virginia,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,WA - Washington,WA,WA- Washington,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,WV - West Virginia,WV,WV- West Virginia,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,WI - Wisconsin,WI,WI- Wisconsin,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,WY - Wyoming,WY,WY- Wyoming,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcBeginDt, System.DateTime,prenatal/other_sources_of_prenatal_care/begin_date,,,,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcEndDt, System.DateTime,prenatal/other_sources_of_prenatal_care/end_date,,,,
PrenatalCareRecord13PC_SubAb_grid, Evidence of Substance Abuse," """"",,,,,,
PrenatalCareRecord13PC_SubAb_grid," """"", PC_SASub, System.String,prenatal/substance_use_grid/substance,,,,
PrenatalCareRecord13PC_SubAb_grid," """"", PC_SACom, System.String,prenatal/substance_use_grid/comments,,,,
PrenatalCareRecord13PC_SubAb_grid," """"", PC_SAEduc, System.String,prenatal/substance_use_grid/couseling_education,,,(blank),
PrenatalCareRecord13PC_SubAb_grid," """"", PC_SAEduc, System.String,prenatal/substance_use_grid/couseling_education,Yes,,Yes,
PrenatalCareRecord13PC_SubAb_grid," """"", PC_SAEduc, System.String,prenatal/substance_use_grid/couseling_education,No,,No,
PrenatalCareRecord13PC_SubAb_grid," """"", PC_SAEduc, System.String,prenatal/substance_use_grid/couseling_education,Not specified,,Not Specified,
PrenatalCareRecord13PC_SurgProc_Grid, Prior surgical procedures before this pregnancy?," """"",,,,,,
PrenatalCareRecord13PC_SurgProc_Grid," """"", PC_DtSurg, System.DateTime,prenatal/prior_surgical_procedures_before_pregnancy/date,,,,
PrenatalCareRecord13PC_SurgProc_Grid," """"", PC_SurgProc, System.String,prenatal/prior_surgical_procedures_before_pregnancy/procedure,,,,
PrenatalCareRecord13PC_SurgProc_Grid," """"", PC_SurgComm, System.String,prenatal/prior_surgical_procedures_before_pregnancy/comments,,,,
SocialServicesRecord17SS_HH_grid, Members of household," """"",,,,,,
SocialServicesRecord17SS_HH_grid," """"", SS_HHAge, System.Double,social_and_environmental_profile/members_of_household/age,,,,
SocialServicesRecord17SS_HH_grid," """"", SS_HHGender, System.String,social_and_environmental_profile/members_of_household/gender,,,(blank),
SocialServicesRecord17SS_HH_grid," """"", SS_HHGender, System.String,social_and_environmental_profile/members_of_household/gender,Male,,Male,
SocialServicesRecord17SS_HH_grid," """"", SS_HHGender, System.String,social_and_environmental_profile/members_of_household/gender,Female,,Female,
SocialServicesRecord17SS_HH_grid," """"", SS_HHGender, System.String,social_and_environmental_profile/members_of_household/gender,Unknown,,Unknown,
SocialServicesRecord17SS_HH_grid," """"", SS_HHGender, System.String,social_and_environmental_profile/members_of_household/gender,Not specified,,Not Specified,
SocialServicesRecord17SS_HH_grid," """"", SS_HHComm, System.String,social_and_environmental_profile/members_of_household/comments,,,,
SocialServicesRecord17SS_HH_grid," """"", SS_HHRelat, System.String,social_and_environmental_profile/members_of_household/relationship,,,(blank),
SocialServicesRecord17SS_HH_grid," """"", SS_HHRelat, System.String,social_and_environmental_profile/members_of_household/relationship,Partner/Spouse,,Partner/Spouse,
SocialServicesRecord17SS_HH_grid," """"", SS_HHRelat, System.String,social_and_environmental_profile/members_of_household/relationship,Child,,Child,
SocialServicesRecord17SS_HH_grid," """"", SS_HHRelat, System.String,social_and_environmental_profile/members_of_household/relationship,Parent,,Parent,
SocialServicesRecord17SS_HH_grid," """"", SS_HHRelat, System.String,social_and_environmental_profile/members_of_household/relationship,Sibling,,Sibling,
SocialServicesRecord17SS_HH_grid," """"", SS_HHRelat, System.String,social_and_environmental_profile/members_of_household/relationship,Aunt/Uncle,,Aunt/Uncle,
SocialServicesRecord17SS_HH_grid," """"", SS_HHRelat, System.String,social_and_environmental_profile/members_of_household/relationship,Niece/Nephew,,Niece/Nephew,
SocialServicesRecord17SS_HH_grid," """"", SS_HHRelat, System.String,social_and_environmental_profile/members_of_household/relationship,Grandparent,,Grandparent,
SocialServicesRecord17SS_HH_grid," """"", SS_HHRelat, System.String,social_and_environmental_profile/members_of_household/relationship,Cousin,,Cousin,
SocialServicesRecord17SS_HH_grid," """"", SS_HHRelat, System.String,social_and_environmental_profile/members_of_household/relationship,Unrelated,,Unrelated,
SocialServicesRecord17SS_HH_grid," """"", SS_HHRelat, System.String,social_and_environmental_profile/members_of_household/relationship,Unknown,,Unknown,
SocialServicesRecord17SS_HH_grid," """"", SS_HHRelat, System.String,social_and_environmental_profile/members_of_household/relationship,Not specified,,Not Specified,
SocialServicesRecord17SS_Jail_grid, Details of incarcerations," """"",,,,,,
SocialServicesRecord17SS_Jail_grid," """"", SS_IncarDate, System.DateTime,social_and_environmental_profile/details_of_incarcerations/date,,,,
SocialServicesRecord17SS_Jail_grid," """"", SS_IncarDur, System.String,social_and_environmental_profile/details_of_incarcerations/duration,,,,
SocialServicesRecord17SS_Jail_grid," """"", SS_IncarReasn, System.String,social_and_environmental_profile/details_of_incarcerations/reason,,,,
SocialServicesRecord17SS_Jail_grid," """"", SS_IncarComm, System.String,social_and_environmental_profile/details_of_incarcerations/comments,,,,
SocialServicesRecord18SS_Refer_grid, Social and medical referrals," """"",,,,,,
SocialServicesRecord18SS_Refer_grid," """"", SS_RFDate, System.DateTime,social_and_environmental_profile/social_and_medical_referrals/date,,,,
SocialServicesRecord18SS_Refer_grid," """"", SS_RFTo, System.String,social_and_environmental_profile/social_and_medical_referrals/referred_to,,,,
SocialServicesRecord18SS_Refer_grid," """"", SS_RFSpecialty, System.String,social_and_environmental_profile/social_and_medical_referrals/specialty,,,,
SocialServicesRecord18SS_Refer_grid," """"", SS_RFReason, System.String,social_and_environmental_profile/social_and_medical_referrals/reason,,,,
SocialServicesRecord18SS_Refer_grid," """"", SS_RFNComp, System.String,social_and_environmental_profile/social_and_medical_referrals/reason_for_non_compliance,,,,
SocialServicesRecord18SS_Refer_grid," """"", SS_RFComplied, System.String,social_and_environmental_profile/social_and_medical_referrals/compiled,,,(blank),
SocialServicesRecord18SS_Refer_grid," """"", SS_RFComplied, System.String,social_and_environmental_profile/social_and_medical_referrals/compiled,Yes,,Yes,
SocialServicesRecord18SS_Refer_grid," """"", SS_RFComplied, System.String,social_and_environmental_profile/social_and_medical_referrals/compiled,No,,No,
SocialServicesRecord18SS_Refer_grid," """"", SS_RFComplied, System.String,social_and_environmental_profile/social_and_medical_referrals/compiled,Not specified,,Not Specified,
SocialServicesRecord18SS_Sources_grid, Sources of social services information for this record," """"",,,,,,
SocialServicesRecord18SS_Sources_grid," """"", SS_SDate, System.DateTime,social_and_environmental_profile/sources_of_social_services_information_for_this_record/date,,,,
SocialServicesRecord18SS_Sources_grid," """"", SS_SName, System.String,social_and_environmental_profile/sources_of_social_services_information_for_this_record/source_name,,,,
SocialServicesRecord18SS_Sources_grid," """"", SS_SCom, System.String,social_and_environmental_profile/sources_of_social_services_information_for_this_record/comments,,,,
SocialServicesRecord18SS_Sources_grid," """"", SS_SType1, System.String,social_and_environmental_profile/sources_of_social_services_information_for_this_record/element,,,(blank),
SocialServicesRecord18SS_Sources_grid," """"", SS_SType1, System.String,social_and_environmental_profile/sources_of_social_services_information_for_this_record/element,SES characteristics,,SES Characteristics,
SocialServicesRecord18SS_Sources_grid," """"", SS_SType1, System.String,social_and_environmental_profile/sources_of_social_services_information_for_this_record/element,Household members,,Household Members,
SocialServicesRecord18SS_Sources_grid," """"", SS_SType1, System.String,social_and_environmental_profile/sources_of_social_services_information_for_this_record/element,Incarcerations,,Incarcerations,
SocialServicesRecord18SS_Sources_grid," """"", SS_SType1, System.String,social_and_environmental_profile/sources_of_social_services_information_for_this_record/element,Barriers to health care,,Barriers to Health Care,
SocialServicesRecord18SS_Sources_grid," """"", SS_SType1, System.String,social_and_environmental_profile/sources_of_social_services_information_for_this_record/element,Communication barriers,,Communication Barriers,
SocialServicesRecord18SS_Sources_grid," """"", SS_SType1, System.String,social_and_environmental_profile/sources_of_social_services_information_for_this_record/element,Stress,,Stress,
SocialServicesRecord18SS_Sources_grid," """"", SS_SType1, System.String,social_and_environmental_profile/sources_of_social_services_information_for_this_record/element,Utilization of health care,,Utilization of Health Care,
SocialServicesRecord18SS_Sources_grid," """"", SS_SType1, System.String,social_and_environmental_profile/sources_of_social_services_information_for_this_record/element,Referrals,,Referrals,
SocialServicesRecord18SS_Sources_grid," """"", SS_SType1, System.String,social_and_environmental_profile/sources_of_social_services_information_for_this_record/element,Unknown,,Unknown,
